Date,Description,Amount,Type,Category
2026-01-03,starbucks leeds 05981* 15,4.58,Expense,Food & Drink
2026-01-02,uber bv 8dyw9b,8.40,Expense,Travel
2026-01-06,BACS 23NRS,2500.00,Income,Salary
2026-01-05,STO RENT PMT REF LMCPM,750.00,Expense,Rent
2026-01-01,CARD PAYMENT NETFLIX,13.40,Expense,Entertainment
2026-01-01,netflix.com n8i95u,12.99,Expense,Entertainment
2026-01-03,COSTA  BIRM,4.65,Expense,Food & Drink
2026-01-04,AMZN MKTP UK *GB3KEF 8CX,24.99,Expense,Shopping
2026-01-06,EMPLOYER PAY FFOWO 810,2500.00,Income,Salary
2026-01-03,POS TXN COSTA COFFEE 7565,4.65,Expense,Food & Drink
2026-01-04,AMZN EU-UK,24.99,Expense,Shopping
2026-01-02,UBR* TRIP LIVERPOOL 8.40,8.40,Expense,Travel
2026-01-06,PAYROLL 90UUFX,2500.00,Income,Salary
2026-01-02,UBR* TRIP LIVERPO,8.18,Expense,Travel
2026-01-05,BANK TRANSFER RENT UWH,750.00,Expense,Rent
2026-01-06,bacs credit payroll,2460.24,Income,Salary
2026-01-04,AMZN EU-UK QGOE,24.99,Expense,Shopping
2026-01-05,RENT 1WQ8G LANDLOR,750.00,Expense,Rent
2026-01-01,NETFLIX.COM  IQHEB4,12.99,Expense,Entertainment
2026-01-04,AMZN MKTP UK *8LFB,26.03,Expense,Shopping
2026-01-03,STORE 816 LDN,4.65,Expense,Food & Drink
2026-01-01,card payment netflix,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM *,12.99,Expense,Entertainment
2026-01-03,COSTA* 356 BIRM,4.65,Expense,Food & Drink
2026-01-06,PAYROLL H4,2500.00,Income,Salary
2026-01-01,NETFLIX BSVO GB,13.63,Expense,Entertainment
2026-01-04,CARD PMT AMAZON M4Q*6XF,25.10,Expense,Shopping
2026-01-05,RENT 01ER LANDLOR,750.00,Expense,Rent
2026-01-01,NETFLIX.COM *UK/L77,12.99,Expense,Entertainment
2026-01-04,AMZN EU-UK P9C2,25.78,Expense,Shopping
2026-01-02,UBER  *TRIP,8.40,Expense,Travel
2026-01-04,AMZN  MKTP UK *LR8CL,24.99,Expense,Shopping
2026-01-05,RENT KM4IZ LANDLORD,750.00,Expense,Rent
2026-01-04,CARD PAYMENT AMAZON,24.99,Expense,Shopping
2026-01-03,Card Payment Starbucks 235,4.58,Expense,Food & Drink
2026-01-05,FPS  RENT TO LANDLORD,750.00,Expense,Rent
2026-01-06,Bacs Credit Payroll,2500.00,Income,Salary
2026-01-02,Ubr* Trip Manchester #8.40,8.14,Expense,Travel
2026-01-03,costa manc 4536,4.65,Expense,Food & Drink
2026-01-06,EMPLOYER PAY NUUH7,2553.91,Income,Salary
2026-01-04,AMAZON UK VJY#4,24.99,Expense,Shopping
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-02,UBR*  TRIP MANCHESTER #8.40 PPS2K,8.40,Expense,Travel
2026-01-03,POS TXN COSTA COFFEE 8546,4.75,Expense,Food & Drink
2026-01-06,BACS XJ5V SALARY REF 4507XT,2500.00,Income,Salary
2026-01-06,EMPLOYER PAY WEQY,2500.00,Income,Salary
2026-01-02,UBR* LONDON S9Y8CF 20,8.40,Expense,Travel
2026-01-04,AMAZON 6H66,24.99,Expense,Shopping
2026-01-02,UBR* BIRMINGHM PA5GA0,8.44,Expense,Travel
2026-01-06,SALARy cReDIt Ug6K,2500.00,Income,Salary
2026-01-01,CARD PAYMENT NETFLIX F9MO,12.99,Expense,Entertainment
2026-01-03,costa manc #17449,4.65,Expense,Food & Drink
2026-01-02,UBER TRIP BYHA LIVERPOOL,8.22,Expense,Travel
2026-01-06,Employer Pay N9256,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK *HESQZ7,24.99,Expense,Shopping
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-04,Amazon  Uk Km819 Zxm,24.99,Expense,Shopping
2026-01-02,UBER *TRIP LIVERPOOL,8.70,Expense,Travel
2026-01-04,AMAZON UK 4DB71K,24.99,Expense,Shopping
2026-01-05,Fps Rent To Landlord,750.00,Expense,Rent
2026-01-05,BANK TRF 18VG RENT,750.00,Expense,Rent
2026-01-05,BANK  TRF PT3R RENT,750.00,Expense,Rent
2026-01-01,NETFLIX YMRCL GB REF 97AHU,13.49,Expense,Entertainment
2026-01-02,UBER *TRIP 06,8.71,Expense,Travel
2026-01-06,baCs FFDTv SaLARY/16,2500.00,Income,Salary
2026-01-06,EMPLOYER  PAY DTHOO4,2500.00,Income,Salary
2026-01-01,Card  Payment,12.99,Expense,Entertainment
2026-01-04,AMZN MKTP UK *#361W0,25.23,Expense,Shopping
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-04,AMZN MKTP UK *,25.89,Expense,Shopping
2026-01-04,amzn rfq*p,24.99,Expense,Shopping
2026-01-03,STARBUCKS STORE 543* LDN W5NZ,4.65,Expense,Food & Drink
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-05,BANK  RENT,750.00,Expense,Rent
2026-01-04,PAYMENT AMAZON UOJDY0,24.99,Expense,Shopping
2026-01-03,COSTA* LDN #3,4.65,Expense,Food & Drink
2026-01-06,PAYROLL  LCOY,2500.00,Income,Salary
2026-01-05,BAN*K TRF 6153,750.00,Expense,Rent
2026-01-04,AMZN MKTP UK *HENR5,25.87,Expense,Shopping
2026-01-04,am*azon uk kkzw lg5v,24.99,Expense,Shopping
2026-01-01,Netflix.Com 1Hes,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM AG4UQQ,12.99,Expense,Entertainment
2026-01-06,Bacs Credit Payroll,2500.00,Income,Salary
2026-01-05,BANK RE*NT,750.00,Expense,Rent
2026-01-04,AMZN MKTP UK *RGBY0,24.99,Expense,Shopping
2026-01-06,PAYRoLL WNt0h,2500.00,Income,Salary
2026-01-06,SALARY CREDIT 7EBK REF 8SC1,2500.00,Income,Salary
2026-01-02,UBER *TRIP LIVERPOOL,8.40,Expense,Travel
2026-01-01,NETFLIX 506M5L GB,12.99,Expense,Entertainment
2026-01-05,bank transfer rent,777.54,Expense,Rent
2026-01-04,AMAZON UK 50CF,24.99,Expense,Shopping
2026-01-06,EMPLOYER PAY EMBDN7,2500.00,Income,Salary
2026-01-04,CA*RD PAYMENT AMAZON UODY#30,25.43,Expense,Shopping
2026-01-02,uber *trip manchester,8.40,Expense,Travel
2026-01-05,STO RENT P,750.00,Expense,Rent
2026-01-06,BACS OCS5LA SALARY,2500.00,Income,Salary
2026-01-04,AmazON UK 8ItOK,25.62,Expense,Shopping
2026-01-01,PAYMENT NETFLIX REF JP192,12.99,Expense,Entertainment
2026-01-02,UBR* LONDON 88DIS,8.40,Expense,Travel
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-02,ubr* manchester c,8.40,Expense,Travel
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-02,UBER *TRIP BIRMINGHM REF B683BT,8.19,Expense,Travel
2026-01-03,POS tXn COST*A COFFEE 189,4.65,Expense,Food & Drink
2026-01-01,netflix.com *uk,12.99,Expense,Entertainment
2026-01-01,NETFLIX P786 GB PZZ,12.99,Expense,Entertainment
2026-01-01,CARD PAYMENT NET,12.99,Expense,Entertainment
2026-01-03,COSTA COFFEE #102,4.65,Expense,Food & Drink
2026-01-03,Starbucks Leeds 682,4.65,Expense,Food & Drink
2026-01-04,caRD PAYMeNt aMazON lD1Gv 099,25.55,Expense,Shopping
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-02,ubER bv ASV82C,8.34,Expense,Travel
2026-01-04,AMZN MKTP UK *L9R5,25.22,Expense,Shopping
2026-01-02,uber *trip manchester q05z,8.72,Expense,Travel
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-03,CoSta* #541 BIRM KO73,4.65,Expense,Food & Drink
2026-01-06,PAYROLL KF2RU,2500.00,Income,Salary
2026-01-03,sTaRBUckS StORE 8865 LEEDS,4.62,Expense,Food & Drink
2026-01-06,EMPLOYER PAY PBQ3,2500.00,Income,Salary
2026-01-04,AMZN  MKTP *LA6SEV,24.99,Expense,Shopping
2026-01-05,FPS RENT TO LANDLORD HDCF,750.00,Expense,Rent
2026-01-04,CARD PMT AMAZON OBA82,26.21,Expense,Shopping
2026-01-02,Uber  *Trip Manchester,8.40,Expense,Travel
2026-01-04,AMZN EU-UK 1*SWF,24.99,Expense,Shopping
2026-01-01,Card Netflix Wsm,12.99,Expense,Entertainment
2026-01-02,UBR* TRIP MANCHESTER #8.,8.40,Expense,Travel
2026-01-06,BACS YJNYH SALARY REF WSLO57,2500.00,Income,Salary
2026-01-02,UBER *TRIP LIVERPOOL 97,8.41,Expense,Travel
2026-01-05,BANK  TRANSFER RENT *BLZ,750.00,Expense,Rent
2026-01-03,STARBUCKS #9*5040 BHM,4.65,Expense,Food & Drink
2026-01-06,SALARY CREDIT G8G2Q REF T8T6R,2500.00,Income,Salary
2026-01-02,UBR*  LONDON E7UAXI,8.40,Expense,Travel
2026-01-06,BACS CREDIT PA,2500.00,Income,Salary
2026-01-06,CREDIT PAYROLL REF 2F7BU,2500.00,Income,Salary
2026-01-06,salary credit uocgu,2500.00,Income,Salary
2026-01-03,STARBUCKS STORE 0450,4.88,Expense,Food & Drink
2026-01-04,CARd pAyMENT aMA*ZoN LBK6H,24.99,Expense,Shopping
2026-01-06,PAYROLL  387I,2405.08,Income,Salary
2026-01-01,netflix 6ek7 gb/qbd,12.99,Expense,Entertainment
2026-01-05,FPS RENT T*O LANDLORD 6031,750.00,Expense,Rent
2026-01-03,COSTA  LDN 68980,4.47,Expense,Food & Drink
2026-01-02,UBR* TRIP LIVERPOOL 8.40,8.37,Expense,Travel
2026-01-03,COSTA* 215 LDN FU7R,4.65,Expense,Food & Drink
2026-01-02,UBER TRIP JFS14 LIVERPOOL REF LNY4EI,8.40,Expense,Travel
2026-01-03,STARBUCKS #954*50,4.65,Expense,Food & Drink
2026-01-02,UBR* H5LA,8.12,Expense,Travel
2026-01-06,BACS PAYROLL,2500.00,Income,Salary
2026-01-04,AMAZON  UK 3XR5LP,24.99,Expense,Shopping
2026-01-02,UBER *TRIP,8.40,Expense,Travel
2026-01-02,UBR* TRIP LONDON 8.40,8.40,Expense,Travel
2026-01-01,NETFLIX.CO*M  URHD,12.99,Expense,Entertainment
2026-01-02,uber *trip london,8.40,Expense,Travel
2026-01-01,NET*FLIX.COM NR3T,12.99,Expense,Entertainment
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-06,Bacs Yuxfdl Salary,2500.00,Income,Salary
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-04,AMZN MKTP UK *YD8UE,26.14,Expense,Shopping
2026-01-06,EMPLOYER PAY 56C,2500.00,Income,Salary
2026-01-01,NETFLIX.COM *UK,12.96,Expense,Entertainment
2026-01-06,BACS CREDIT PAYROLL,2617.00,Income,Salary
2026-01-06,PAYROLL 4VXIC,2560.59,Income,Salary
2026-01-06,BACS CREDIT,2500.00,Income,Salary
2026-01-05,BANK TRANSFER RENT REF 56EK,750.00,Expense,Rent
2026-01-04,amzn mktp uk *7w2g0v ref sccu4v,24.99,Expense,Shopping
2026-01-03,STARBUCKS BHM 52352,4.65,Expense,Food & Drink
2026-01-03,COSTA LIV 19583,4.65,Expense,Food & Drink
2026-01-01,CARd  PaYmENT NETfLIX,12.99,Expense,Entertainment
2026-01-06,EMPLOYER PAY LWOZM,2487.28,Income,Salary
2026-01-01,NETFLIX.COM *UK,12.52,Expense,Entertainment
2026-01-05,BANK TRF H822 RENT,768.05,Expense,Rent
2026-01-05,bANK TRAnsfeR RENT,750.00,Expense,Rent
2026-01-02,UBR* BIRMINGHM S02W,7.98,Expense,Travel
2026-01-05,RENT H90L,750.00,Expense,Rent
2026-01-02,ubr* london 04qml,8.07,Expense,Travel
2026-01-04,CARD PAYMENT AMAZON 82VZ,24.99,Expense,Shopping
2026-01-01,NETFLIX.COM *UK REF 5ZG8,12.99,Expense,Entertainment
2026-01-04,AMZN MKTP UK *MHUSB#1,25.67,Expense,Shopping
2026-01-05,RENT NABQ3 LANDLORD,750.00,Expense,Rent
2026-01-04,AMZN  MKTP UK *IBB0TV,24.99,Expense,Shopping
2026-01-04,AMAZON UK P3QP 04,24.99,Expense,Shopping
2026-01-04,CARD PAYME*NT AMAZON C0SN,26.11,Expense,Shopping
2026-01-05,BANK TRF Y76B RENT,750.00,Expense,Rent
2026-01-06,EMPLOYER PAY E98IF,2500.00,Income,Salary
2026-01-04,CARD PAYMENT AMAZON CM2TB,24.99,Expense,Shopping
2026-01-02,UBER BV 5G2I2D,8.40,Expense,Travel
2026-01-05,BANK TRF B3GJW RENT,750.00,Expense,Rent
2026-01-04,AMAZON UK 8UTQ,25.61,Expense,Shopping
2026-01-06,PAYROLL  DLL5P8,2500.00,Income,Salary
2026-01-05,RENT 2NTOBN LANDLORD,750.00,Expense,Rent
2026-01-03,CARD PMT STARBUCKS #31823,4.65,Expense,Food & Drink
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-02,UBER BV 91WV,8.40,Expense,Travel
2026-01-04,AMA*ZON UK 5INP,25.59,Expense,Shopping
2026-01-03,CARD PAYMENT STARBUCKS 94205,4.65,Expense,Food & Drink
2026-01-03,STARBUCKS LEEDS 6758,4.44,Expense,Food & Drink
2026-01-05,FPS RENT TO LANDLOR*D,750.00,Expense,Rent
2026-01-03,POS TXN COSTA COFFEE 642,4.45,Expense,Food & Drink
2026-01-02,UBR* TRIP LONDON 8.40,8.40,Expense,Travel
2026-01-02,UBR* TRIP LIVER,8.40,Expense,Travel
2026-01-01,NETFLIX.COM U#53J,12.71,Expense,Entertainment
2026-01-02,Uber Fqioo,8.40,Expense,Travel
2026-01-06,EMPLOYER PAY 8PVM,2500.00,Income,Salary
2026-01-03,POS TXN COSTA COFFEE,4.77,Expense,Food & Drink
2026-01-02,UBR* PZ2QRU,8.78,Expense,Travel
2026-01-05,STO RENT PMT TU37B,776.61,Expense,Rent
2026-01-01,NETFLIX.COM  *QAEXDU,12.99,Expense,Entertainment
2026-01-03,STARBUCKS #245 GLASGOW 25,4.65,Expense,Food & Drink
2026-01-01,*UK AJOTU,13.34,Expense,Entertainment
2026-01-03,COSTA MANC #6505,4.65,Expense,Food & Drink
2026-01-05,Sto Rent Payment,750.00,Expense,Rent
2026-01-01,CARD PAYMENT NETFLIX REF S2Z0M,12.47,Expense,Entertainment
2026-01-04,AMZN UK *05J3AY,24.99,Expense,Shopping
2026-01-06,payroll oevvaz,2500.00,Income,Salary
2026-01-06,Bacs  Fvwuy6 Salary,2621.81,Income,Salary
2026-01-03,COSTA* 30221 LDN EGXS,4.65,Expense,Food & Drink
2026-01-04,amzn mktp uk *29p5,23.77,Expense,Shopping
2026-01-01,NETFLIX.COM AFDGJ,12.99,Expense,Entertainment
2026-01-04,amZN  EU-UK WUVUS,24.99,Expense,Shopping
2026-01-04,CARD PMT AMAZON REF 3TWR0,24.31,Expense,Shopping
2026-01-01,netflix*.com  8kl6t,12.99,Expense,Entertainment
2026-01-05,BANK TRANSFER,750.00,Expense,Rent
2026-01-04,Amzn Eu-Uk U1Yv3,24.99,Expense,Shopping
2026-01-04,AMZN PDDEEU/C04,24.83,Expense,Shopping
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-04,CARD AMAZON 3FQ5AX V5KN,25.30,Expense,Shopping
2026-01-04,AMZN MKTP UK *03CVCL,24.99,Expense,Shopping
2026-01-04,AMZN MKTP UK,24.99,Expense,Shopping
2026-01-06,PAYROLL XBC,2500.00,Income,Salary
2026-01-02,UBR* TRIP LIVERPOOL 8.40,8.40,Expense,Travel
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-04,AMAZON UK L1FBP,24.99,Expense,Shopping
2026-01-06,B*ACS  OW6WP SALARY,2500.00,Income,Salary
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-03,POS  TXN COSTA COFFEE 74256,4.65,Expense,Food & Drink
2026-01-03,Pos Txn Costa Coffee 14531,4.65,Expense,Food & Drink
2026-01-04,AMZN  EU-UK DCR8D,24.99,Expense,Shopping
2026-01-06,PAYROLL QXVJM1,2500.00,Income,Salary
2026-01-06,BACS RCYFH,2500.00,Income,Salary
2026-01-05,BANK TRAN,750.00,Expense,Rent
2026-01-05,RENT DFTZU LANDLORD,750.00,Expense,Rent
2026-01-06,EMPLOYER PAY I84WQ,2500.00,Income,Salary
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-02,Uber Trip Uzqene Liverpool,8.40,Expense,Travel
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-03,STARBUCKS #655 LIVERPOOL,4.65,Expense,Food & Drink
2026-01-05,Bank Trf Vj3Xod Rent,750.00,Expense,Rent
2026-01-06,BACS CREDIT PAYROLL REF 26W0VQ,2500.00,Income,Salary
2026-01-06,PAYROLL A82QQ,2500.00,Income,Salary
2026-01-05,BANK* TRANSFER RENT,750.00,Expense,Rent
2026-01-02,UBER BV G57EV,8.40,Expense,Travel
2026-01-02,UBER TRIP HVDH MANCHESTER,8.07,Expense,Travel
2026-01-05,BANK TRF RENT REF JJZL*6,750.00,Expense,Rent
2026-01-01,NETFLIX.COM X16X7 28,12.99,Expense,Entertainment
2026-01-05,BANK  tRf C#4T9H REnT,750.00,Expense,Rent
2026-01-05,RENT  39ZV,745.17,Expense,Rent
2026-01-02,UBER BV 8193,8.33,Expense,Travel
2026-01-02,UBR* BIRMINGHM X15SI,8.40,Expense,Travel
2026-01-05,RENT NXNB4 LANDLORD,750.00,Expense,Rent
2026-01-05,RENT J6NXBL LANDLORD,750.00,Expense,Rent
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-02,UBER TRIP N25H19 LIVERPOOL,8.40,Expense,Travel
2026-01-05,RENT QV2XF LANDLORD,750.00,Expense,Rent
2026-01-05,RENT 4FRQB LANDLORD,777.78,Expense,Rent
2026-01-04,AMZN MKTP UK *R#7JLBW,24.99,Expense,Shopping
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-03,COSTA COFFEE #945,4.65,Expense,Food & Drink
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-04,AMZN mKTP UK *51vy,24.99,Expense,Shopping
2026-01-03,PoS TXN CoSTA coFFEE 985,4.65,Expense,Food & Drink
2026-01-05,BANK TRANSFER RENT,776.85,Expense,Rent
2026-01-04,AMZN  EU-UK EYJDCO,24.99,Expense,Shopping
2026-01-05,re*nt cbtwv6 landlord,750.00,Expense,Rent
2026-01-02,UBER BV* 2IA0A,8.40,Expense,Travel
2026-01-06,BACS RXZ1 SALARY 4,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK *HW1Q7T/VN6F,24.71,Expense,Shopping
2026-01-02,UBER  BV #6DZBYH,8.50,Expense,Travel
2026-01-04,AMZN EU-UK I1END,24.37,Expense,Shopping
2026-01-04,AMZN EU-UK LFNS96,24.99,Expense,Shopping
2026-01-02,uber bv 4be20,8.40,Expense,Travel
2026-01-03,COSTA COFFEE #6683,4.65,Expense,Food & Drink
2026-01-01,nEtFlIx HGN1 GB XF3Yw,12.99,Expense,Entertainment
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-04,a*mzn eu-uk d87cj4,24.99,Expense,Shopping
2026-01-05,bank trf vn9u4 rent,750.00,Expense,Rent
2026-01-06,SALARY  CREDIT UU4E0 REF 8YHS6P,2500.00,Income,Salary
2026-01-02,UBR* LONDON 6UFCB,8.40,Expense,Travel
2026-01-05,BANK TRANS*FER RENT,750.00,Expense,Rent
2026-01-02,UBER  TRIP J3E50C MANCHESTER REF 3YMQL,8.09,Expense,Travel
2026-01-05,sTo ReNt PAYMENT,750.00,Expense,Rent
2026-01-01,CARD  PAYMENT NETFLIX,13.04,Expense,Entertainment
2026-01-01,NETFLIX W4AS GB REF 8WM9,13.49,Expense,Entertainment
2026-01-01,NETFLIX Y3T55M GB,13.53,Expense,Entertainment
2026-01-01,NETFLIX D06ZT GB,12.99,Expense,Entertainment
2026-01-01,card payment netflix,12.74,Expense,Entertainment
2026-01-01,Netflix.Com Fgxrf,13.59,Expense,Entertainment
2026-01-02,UBR* BIRMINGHM 8MDL/RSHU,8.40,Expense,Travel
2026-01-04,AMAZON UK 4QCKK,24.99,Expense,Shopping
2026-01-05,Rent 1Jlm Landlord Dk2,750.00,Expense,Rent
2026-01-01,NETFLIX.COM I1VB14,12.99,Expense,Entertainment
2026-01-02,UBR*  LIVERPOOL #5TN2,8.40,Expense,Travel
2026-01-02,UBER BV DIHL1K,8.04,Expense,Travel
2026-01-02,UBER *TRIP LONDON,8.40,Expense,Travel
2026-01-04,CARD PMT AMAZON 2FWC,24.99,Expense,Shopping
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-04,AMZN  EU-UK SHNX,24.99,Expense,Shopping
2026-01-03,COStA* 442,4.67,Expense,Food & Drink
2026-01-02,UBER *TRIP BIRMINGHM,8.17,Expense,Travel
2026-01-03,POS STARBUCKS #41236,4.65,Expense,Food & Drink
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-01,nETFLIX GB 16,13.00,Expense,Entertainment
2026-01-01,NETFLIX KRMF GB,12.99,Expense,Entertainment
2026-01-04,cARD PMT AMAZON RU5JF Ed1,25.07,Expense,Shopping
2026-01-05,bANk  TRf CuTm ReNT,750.00,Expense,Rent
2026-01-03,store 24576 leeds,4.65,Expense,Food & Drink
2026-01-05,RENT UIRUQ9 LANDLORD,750.00,Expense,Rent
2026-01-04,AMZN MKTP UK *2YJB REF 66TQY,26.23,Expense,Shopping
2026-01-01,NETFLIX.COM H8EEA,12.99,Expense,Entertainment
2026-01-05,FPS RENT TO LANDLORD HN4PA,750.00,Expense,Rent
2026-01-05,FPS RENT TO LANDLORD JFS4,750.00,Expense,Rent
2026-01-01,NETFLIX.COM  IDYWFR,12.99,Expense,Entertainment
2026-01-03,COSTA* 19970 LIV,4.65,Expense,Food & Drink
2026-01-01,NETFLIX.COM  *UK R,13.29,Expense,Entertainment
2026-01-05,Bank Iq2Ld6 Rent,750.00,Expense,Rent
2026-01-03,Pos Starbucks,4.65,Expense,Food & Drink
2026-01-03,STARBUCKS #15982 *GLASGOW,4.69,Expense,Food & Drink
2026-01-01,NETFLIX IB,12.99,Expense,Entertainment
2026-01-05,STO RENT PAYMENT 033,750.00,Expense,Rent
2026-01-04,AMZN MKTP UK *33QQ54,24.45,Expense,Shopping
2026-01-05,BANK  TRANSFER RENT,750.00,Expense,Rent
2026-01-02,UBR* TRIP LIVERPOOL 8.40,8.40,Expense,Travel
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-04,AMAZON  UK Z0U,24.99,Expense,Shopping
2026-01-03,COSTA* 545 BIRM 59,4.65,Expense,Food & Drink
2026-01-04,AMaZON UK YZ#0rUb 6319,24.99,Expense,Shopping
2026-01-03,STARBUCKS LIVERPOO,4.65,Expense,Food & Drink
2026-01-03,STARBUCKS STORE 526 LDN REF Y5PDD,4.65,Expense,Food & Drink
2026-01-04,payment amazon ln1n23,24.99,Expense,Shopping
2026-01-03,STARBUCKS STORE 5806 MCR,4.75,Expense,Food & Drink
2026-01-03,COSTA* 66633 LDN,4.65,Expense,Food & Drink
2026-01-02,uber trip jhq4fd manchester,8.40,Expense,Travel
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-05,BANK TRANSFER RENT/OTYR,750.00,Expense,Rent
2026-01-06,BACS UIO3 SALARY,2500.00,Income,Salary
2026-01-06,BACS PAYROLL,2500.00,Income,Salary
2026-01-02,UBR* MANCHESTER ZE#9UJ,8.64,Expense,Travel
2026-01-06,Payroll N6Hsx,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK *RNRR23,24.99,Expense,Shopping
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-01,card payment netflix/tto,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM Q8W,12.99,Expense,Entertainment
2026-01-02,UBER *TRIP JE4A5,8.40,Expense,Travel
2026-01-02,UBR* LIVERPOOL ZPJC5 REF TCSBZ2,8.40,Expense,Travel
2026-01-03,STARBUCKS  STORE 68796 MCR,4.75,Expense,Food & Drink
2026-01-01,Netflix.Com *Uk,13.25,Expense,Entertainment
2026-01-04,AMZN EU-UK FS4AD/PYP7,23.98,Expense,Shopping
2026-01-06,bACS CREDIT PAYroLL,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK *#85GCO,24.99,Expense,Shopping
2026-01-06,BACS  CREDIT PAYROLL,2500.00,Income,Salary
2026-01-01,NETFLIX.COM 5UCF,13.25,Expense,Entertainment
2026-01-01,NETFLIX.COM EES7V,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM B613W,12.99,Expense,Entertainment
2026-01-02,UBER *TRIP LONDON,8.20,Expense,Travel
2026-01-06,SALARY CREDIT IKBM,2500.00,Income,Salary
2026-01-02,UBER TRIP *DVQY MANCHESTER,8.38,Expense,Travel
2026-01-02,UBER *TRIP BIRMINGHM,8.46,Expense,Travel
2026-01-05,Bank  Trf Watqrn Rent,750.00,Expense,Rent
2026-01-04,AMZN MKTP UK *RP63R/2LI,24.62,Expense,Shopping
2026-01-04,amzn mktp uk *oprb3,24.99,Expense,Shopping
2026-01-03,COSTA COFFEE #0551,4.81,Expense,Food & Drink
2026-01-02,uber  bv srwr9s,8.40,Expense,Travel
2026-01-06,payroll 6afd,2500.00,Income,Salary
2026-01-05,BANK  TRF YHHR5 RENT,750.00,Expense,Rent
2026-01-05,BANK M6595R RENT,750.00,Expense,Rent
2026-01-04,amzn eu-uk pyozt9,24.99,Expense,Shopping
2026-01-02,UBER *TRIP MANCHESTER,8.71,Expense,Travel
2026-01-03,POS S*TARBUCKS #4205,4.65,Expense,Food & Drink
2026-01-02,uber trip yxghof birming,8.45,Expense,Travel
2026-01-01,CARD PAYMENT NETF*LIX,13.27,Expense,Entertainment
2026-01-02,UBER TRIP VIPV MANCHESTER,8.40,Expense,Travel
2026-01-01,CARD  PAYMENT,13.05,Expense,Entertainment
2026-01-01,NETFLIX.COM NG7L,12.99,Expense,Entertainment
2026-01-03,CARD PMT STARBUCKS 95585,4.73,Expense,Food & Drink
2026-01-06,BACS KNN2X SALARY,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK *QMIC9Q,24.99,Expense,Shopping
2026-01-02,UBER BV M,8.40,Expense,Travel
2026-01-01,NETFLIX.COM  *UK,12.99,Expense,Entertainment
2026-01-02,ubr* trip manches,8.40,Expense,Travel
2026-01-06,BACS TSXRF*M SALARY,2500.00,Income,Salary
2026-01-04,amzn  eu-uk l76by,24.99,Expense,Shopping
2026-01-06,EMPLOYER PAY L2HZ,2500.00,Income,Salary
2026-01-04,Amzn Mktp Uk *Kysq,24.99,Expense,Shopping
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-04,AMZN EU-UK MSM7DA,25.08,Expense,Shopping
2026-01-03,POS TXN COSTA COFFEE *345,4.44,Expense,Food & Drink
2026-01-06,P*AYROLL VMYUI9,2500.00,Income,Salary
2026-01-01,NETFLIX 128T GB,12.99,Expense,Entertainment
2026-01-05,BANK TRANSFER RENT 63,750.00,Expense,Rent
2026-01-03,COSTA* 6867 BIRM,4.81,Expense,Food & Drink
